1
60.3213
1
0
1
82.4707,19.4836,0,0,0,0.999896,0.0144036
82.1086,19.494,0,0,0,0.999896,0.0144036
81.7464,19.5044,0,0,0,0.999896,0.0144036
81.3843,19.5149,0,0,0,0.999896,0.0144036
81.0222,19.5253,0,0,0,0.999896,0.0144036
80.66,19.5357,0,0,0,0.999896,0.0144036
80.2979,19.5462,0,0,0,0.999896,0.0144036
79.9358,19.5566,0,0,0,0.999896,0.0144036
79.5736,19.567,0,0,0,0.999896,0.0144036
79.2115,19.5775,0,0,0,0.999896,0.0144036
78.8494,19.5879,0,0,0,0.999896,0.0144036
78.4872,19.5983,0,0,0,0.999896,0.0144036
78.1251,19.6088,0,0,0,0.999896,0.0144036
77.763,19.6192,0,0,0,0.999896,0.0144036
77.4008,19.6296,0,0,0,0.999896,0.0144036
77.0387,19.6401,0,0,0,0.999896,0.0144036
76.6766,19.6505,0,0,0,0.999896,0.0144036
76.3144,19.661,0,0,0,0.999896,0.0144036
75.9523,19.6714,0,0,0,0.999896,0.0144036
75.5902,19.6818,0,0,0,0.999896,0.0144036
75.228,19.6923,0,0,0,0.999896,0.0144036
74.8659,19.7027,0,0,0,0.999896,0.0144036
74.5038,19.7131,0,0,0,0.999896,0.0144036
74.1416,19.7236,0,0,0,0.999896,0.0144036
73.7795,19.734,0,0,0,0.999896,0.0144036
73.4174,19.7444,0,0,0,0.999896,0.0144036
73.0552,19.7549,0,0,0,0.999896,0.0144036
72.6931,19.7653,0,0,0,0.999896,0.0144036
72.331,19.7757,0,0,0,0.999896,0.0144036
71.9688,19.7862,0,0,0,0.999896,0.0144036
71.6067,19.7966,0,0,0,0.999896,0.0144036
71.2446,19.807,0,0,0,0.999896,0.0144036
70.8824,19.8175,0,0,0,0.999919,0.0126911
70.5223,19.8266,0,0,0,0.999975,0.00707958
70.1685,19.8316,0,0,0,0.999982,0.0059326
69.8161,19.8358,0,0,0,0.999984,0.0057022
69.4638,19.8398,0,0,0,0.999984,0.00565608
69.1116,19.8438,0,0,0,0.999984,0.00564686
68.7595,19.8478,0,0,0,0.999984,0.00564501
68.4073,19.8518,0,0,0,0.999984,0.00564464
68.0551,19.8558,0,0,0,0.999984,0.00564457
67.703,19.8597,0,0,0,0.999984,0.00564455
67.3508,19.8637,0,0,0,0.999984,0.00564455
66.9986,19.8677,0,0,0,0.999984,0.00564455
66.6465,19.8717,0,0,0,0.999984,0.00564455
66.2943,19.8756,0,0,0,0.999984,0.00564455
65.9421,19.8796,0,0,0,0.999984,0.00564455
65.5899,19.8836,0,0,0,0.999984,0.00564455
65.2378,19.8876,0,0,0,0.999984,0.00564455
64.8856,19.8915,0,0,0,0.999984,0.00564455
64.5334,19.8955,0,0,0,0.999984,0.00564455
64.1813,19.8995,0,0,0,0.999984,0.00564455
63.8291,19.9035,0,0,0,0.999984,0.00564455
63.4769,19.9074,0,0,0,0.999984,0.00564455
63.1248,19.9114,0,0,0,0.999984,0.00564455
62.7726,19.9154,0,0,0,0.999984,0.00564455
62.4204,19.9194,0,0,0,0.999984,0.00564455
62.0682,19.9233,0,0,0,0.999984,0.00564455
61.7161,19.9273,0,0,0,0.999984,0.00564455
61.3639,19.9313,0,0,0,0.999984,0.00564455
61.0117,19.9353,0,0,0,0.999984,0.00564455
60.6596,19.9392,0,0,0,0.999984,0.00564455
60.3074,19.9432,0,0,0,0.999984,0.00564455
59.9552,19.9472,0,0,0,0.999984,0.00564455
59.6031,19.9512,0,0,0,0.999984,0.00564455
59.2509,19.9551,0,0,0,0.999984,0.00564455
58.8987,19.9591,0,0,0,0.999984,0.00564455
58.5466,19.9631,0,0,0,0.999984,0.00564455
58.1944,19.9671,0,0,0,0.999998,0.00219028
57.8405,19.9686,0,0,0,-0.999963,0.00864145
57.4811,19.9624,0,0,0,-0.999942,0.0107675
57.1206,19.9546,0,0,0,-0.999937,0.0111911
56.7599,19.9466,0,0,0,-0.999936,0.0112757
56.3992,19.9384,0,0,0,-0.999936,0.0112927
56.0384,19.9303,0,0,0,-0.999936,0.011296
55.6777,19.9221,0,0,0,-0.999936,0.0112967
55.3169,19.914,0,0,0,-0.999936,0.0112969
54.9562,19.9058,0,0,0,-0.999936,0.0112969
54.5954,19.8977,0,0,0,-0.999936,0.0112969
54.2347,19.8895,0,0,0,-0.999936,0.0112969
53.8739,19.8814,0,0,0,-0.999936,0.0112969
53.5132,19.8732,0,0,0,-0.999936,0.0112969
53.1524,19.8651,0,0,0,-0.999936,0.0112969
52.7917,19.8569,0,0,0,-0.999936,0.0112969
52.4309,19.8488,0,0,0,-0.999936,0.0112969
52.0702,19.8406,0,0,0,-0.999936,0.0112969
51.7094,19.8325,0,0,0,-0.999936,0.0112969
51.3487,19.8243,0,0,0,-0.999936,0.0112969
50.9879,19.8162,0,0,0,-0.999936,0.0112969
50.6272,19.808,0,0,0,-0.999936,0.0112969
50.2664,19.7999,0,0,0,-0.999936,0.0112969
49.9057,19.7917,0,0,0,-0.999936,0.0112969
49.5449,19.7835,0,0,0,-0.999936,0.0112969
49.1842,19.7754,0,0,0,-0.999936,0.0112969
48.8234,19.7672,0,0,0,-0.999936,0.0112969
48.4626,19.7591,0,0,0,-0.999936,0.0112969
